cid,nlane,turn,dnroad,geom,len
4758_4779,4,U#L#R#S,4779_4758#4779_4852#4779_8364#4779_4929,LINESTRING(118.780151072 30.944602473;118.782113417 30.9447091120001;118.783998309 30.9448143720001;118.78561444 30.9449172930001),523.2464643358023
4852_4779,4,R#U#S#L,4779_4758#4779_4852#4779_8364#4779_4929,LINESTRING(118.785270957 30.94797349;118.78561444 30.9449172930001),340.4221226904592
8364_4779,4,L#S#U#R,4779_4758#4779_4852#4779_8364#4779_4929,LINESTRING(118.785463947 30.940945325;118.785681735 30.941748277;118.785853054 30.9428476620001;118.785854088 30.9433583430001;118.785698754 30.944477728;118.78561444 30.9449172930001),445.40730332271687
4899_4794,3,U#L#R#S,4794_4899#4794_9173#4794_4713#4794_4742,LINESTRING(118.718842415 30.9503003290001;118.720732459 30.9464968670001),458.7327062958352
9173_4794,3,R#U#S#L,4794_4899#4794_9173#4794_4713#4794_4742,LINESTRING(118.725274108 30.947814592;118.724817117 30.947611265;118.724287999 30.9474107300001;118.724030555 30.947329666;118.723605074 30.94720506;118.7228806 30.947020186;118.722151584 30.9468633110001;118.721516925 30.946722956;118.721056801 30.9465919530001;118.720732459 30.9464968670001),459.1610623048838
4645_4802,4,U#R#S#L,4802_4645#4802_8350#4802_4895#4802_9009,LINESTRING(118.712270196 30.9398837000001;118.712150106 30.9400560190001;118.711446785 30.9409749810001;118.711031864 30.9415739830001;118.71059719 30.9422299120001;118.709831714 30.943546354;118.709330588 30.9445521050001;118.708748748 30.9458840080001;118.70831375 30.946824792),860.1179176351808
8350_4802,2,L#U#R#S,4802_4645#4802_8350#4802_4895#4802_9009,LINESTRING(118.714277384 30.948825755;118.713625954 30.9486218070001;118.712070647 30.9481213290001;118.711285525 30.947871182;118.710374233 30.9475310780001;118.70922449 30.9471382900001;118.70831375 30.946824792),611.6372757788072
4697_4806,3,U#L#R#S,4806_4697#4806_4808#4806_4835#4806_4927,LINESTRING(118.751139743 30.942927324;118.751063137 30.9463499120001),379.5278486678646
4808_4806,3,R#U#S#L,4806_4697#4806_4808#4806_4835#4806_4927,LINESTRING(118.747392293 30.9464083500001;118.751063137 30.9463499120001),350.83709160291755
4694_4808,2,U#R#S#L,4808_4694#4808_4806#4808_4893#4808_8354,LINESTRING(118.748259798 30.9428108720001;118.747956738 30.943436596;118.747677464 30.944266483;118.747670084 30.944301416;118.747526434 30.9449813730001;118.747476546 30.9455120960001;118.747392293 30.9464083500001),410.26337397807185
4689_4819,0,U#R#L#S,4819_4689#4819_4879#4819_4671#4819_4855,LINESTRING(118.745070627 30.9427514440001;118.74404617 30.943215303;118.74341035 30.943503349;118.742387846 30.9439665630001;118.741611601 30.9443704030001;118.740836861 30.9448297930001;118.740396473 30.945090921;118.739595394 30.945591103;118.738826465 30.946071203;118.738356056 30.946409235;118.737720491 30.9468659400001),840.0468482348944
4879_4819,0,L#U#S#R,4819_4689#4819_4879#4819_4671#4819_4855,LINESTRING(118.73797604 30.949325426;118.737720491 30.9468659400001),273.7709237230706
4918_4832,4,U#S#L#R,4832_4918#4832_4758#4832_4852#4832_8365,LINESTRING(118.778870079 30.950416913;118.779618277 30.9471851870001),365.36021564943115
4706_4835,2,U#L#R#S,4835_4706#4835_4806#4835_4854#4835_4944,LINESTRING(118.755423267 30.9431676560001;118.755647098 30.945232606;118.755646817 30.9453327700001;118.75564597 30.945634936;118.755547733 30.946508103;118.755545314 30.9465296000001;118.755482273 30.9469437220001;118.755442272 30.9472064830001;118.755368381 30.94769187),504.1597750862202
4806_4835,3,R#U#S#L,4835_4706#4835_4806#4835_4854#4835_4944,LINESTRING(118.751063137 30.9463499120001;118.752041639 30.9463893490001;118.752238081 30.9464540050001;118.752258756 30.9464961100001;118.752612482 30.947216532;118.75267681 30.9472642750001;118.752698656 30.947280489;118.75398223 30.947479039;118.755368381 30.94769187),475.5196208078
4832_4852,0,U#L#R,4852_4832#4852_4942#4852_4779,LINESTRING(118.779618277 30.9471851870001;118.782566461 30.947604239;118.785270957 30.94797349),547.1778020573736
4942_4852,0,R#U#S,4852_4832#4852_4942#4852_4779,LINESTRING(118.784837679 30.9512558480001;118.785270957 30.94797349),366.2579664324931
4835_4854,3,U#L#S,4854_4835#4854_4961#4854_4863,LINESTRING(118.755368381 30.94769187;118.75650744 30.947866751;118.757481585 30.9480163040001;118.757858328 30.948084549;118.758488048 30.9481986170001;118.759508859 30.9483909530001),403.23091335637383
4961_4854,2,R#U#L,4854_4835#4854_4961#4854_4863,LINESTRING(118.75800921 30.9524772400001;118.758168198 30.9515218700001;118.758743199 30.9502297270001;118.759116011 30.9493428440001;118.759508859 30.9483909530001),477.03133699217426
4819_4855,0,U#L#S,4855_4819#4855_4680#4855_4920,LINESTRING(118.737720491 30.9468659400001;118.736578972 30.947704378;118.736086846 30.9480706460001;118.73575582 30.948316961;118.735008726 30.9488618130001),340.7530629095053
4724_4863,4,U#L#R#S,4863_4724#4863_4854#4863_4881#4863_4904,LINESTRING(118.762594379 30.943569451;118.763293392 30.9483679960001;118.763340547 30.948762093),580.109277408248
4854_4863,3,R#U#S#L,4863_4724#4863_4854#4863_4881#4863_4904,LINESTRING(118.759508859 30.9483909530001;118.759991667 30.9485129220001;118.760890499 30.9487399820001;118.761254454 30.948816148;118.761341885 30.9488344440001;118.761588325 30.948848915;118.763340547 30.948762093),373.2766833910729
4893_4879,2,U#R#L#S,4879_4893#4879_4938#4879_4819#4879_8353,LINESTRING(118.745969182 30.949775652;118.744564075 30.9493716380001;118.742459286 30.94886624;118.741957998 30.9488000040001;118.741750153 30.9488028060001;118.741579967 30.9488051000001;118.741455432 30.9488067780001;118.740704709 30.9488596090001;118.739707583 30.9489403310001;118.738992419 30.9491188210001;118.73797604 30.949325426),785.4141559521263
4938_4879,3,L#U#S#R,4879_4893#4879_4938#4879_4819#4879_8353,LINESTRING(118.738259572 30.951852221;118.73797604 30.949325426),281.4492660054522
4732_4881,0,U#L#R,4881_4732#4881_4863#4881_8370,LINESTRING(118.768016088 30.943899801;118.767950382 30.945070011;118.767948722 30.9451128360001;118.767911551 30.946071203;118.767905889 30.946217189;118.767891895 30.9465780290001;118.767798749 30.948992624),565.027031242925
4863_4881,0,R#U#S,4881_4732#4881_4863#4881_8370,LINESTRING(118.763340547 30.948762093;118.764081505 30.948771719;118.765296767 30.948856059;118.766606435 30.94894694;118.767798749 30.948992624),426.9056795567118
4808_4893,2,U#R#L#S,4893_4808#4893_4927#4893_4879#4893_4907,LINESTRING(118.747392293 30.9464083500001;118.746531064 30.9484854070001;118.745969182 30.949775652),397.33552835941543
4927_4893,2,L#U#S#R,4893_4808#4893_4927#4893_4879#4893_4907,LINESTRING(118.750860788 30.951414963;118.749622805 30.9511344790001;118.748924676 30.950976301;118.747823357 30.9507267610001;118.747655038 30.9506886230001;118.747266821 30.95052538;118.746571623 30.950147008;118.745969182 30.949775652),507.34164428571466
4802_4895,4,U#R#S#L,4895_4802#4895_4972#4895_5105#4895_9007,LINESTRING(118.70831375 30.946824792;118.707852412 30.9478225190001;118.707110996 30.9495233650001;118.706734957 30.9503183310001),415.69699401274096
4972_4895,4,L#U#R#S,4895_4802#4895_4972#4895_5105#4895_9007,LINESTRING(118.717363902 30.95324255;118.715381412 30.9529117440001;118.713494993 30.9525059970001;118.712387341 30.952204813;118.711302254 30.951905804;118.709301812 30.951250971;118.707845184 30.9507372840001;118.706734957 30.9503183310001),1069.2245333530925
4972_4899,0,U#S#R,4899_4972#4899_4794#4899_8350,LINESTRING(118.717363902 30.95324255;118.717492424 30.9528596110001;118.717870297 30.9520188010001;118.718842415 30.9503003290001),356.12614195726525
4863_4904,0,U#S#S,4904_4863#4904_4973#4904_4991,LINESTRING(118.763340547 30.948762093;118.76341514 30.94935976;118.763415321 30.949361235;118.763508959 30.9499929790001),137.4189686289528
4893_4907,0,U#R#S,4907_4893#4907_5010#4907_4950,LINESTRING(118.745969182 30.949775652;118.745656271 30.950449786;118.745590468 30.950591549),97.42728854578021
5010_4907,0,L#U#R,4907_4893#4907_5010#4907_4950,LINESTRING(118.748829046 30.9545267240001;118.747943847 30.953598307;118.747613741 30.953175984;118.747510413 30.953044995;118.747047555 30.952458225;118.746961653 30.952349326;118.74594829 30.951022709;118.745590468 30.950591549),535.3689557658973
5005_4917,4,U#L#S,4917_5005#4917_4918#4917_8365,LINESTRING(118.772823689 30.9539194910001;118.773475142 30.9496605640001),476.26682769905455
4917_4918,2,U#L#R#S,4918_4917#4918_5017#4918_4832#4918_4942,LINESTRING(118.773475142 30.9496605640001;118.776507722 30.9500723200001;118.778870079 30.950416913),522.291965304049
5017_4918,4,R#U#S#L,4918_4917#4918_5017#4918_4832#4918_4942,LINESTRING(118.778284321 30.954542981;118.778870079 30.950416913),460.8628876980165
4855_4920,4,U#S#R#L,4920_4855#4920_5055#4920_9161#4920_9173,LINESTRING(118.735008726 30.9488618130001;118.73451618 30.949221019;118.734377256 30.949324776;118.733290105 30.9501367070001;118.732560667 30.950678607;118.73248484 30.9507350310001;118.732138454 30.9509927840001;118.731673147 30.9512692370001),415.9994899623242
4806_4927,3,U#R#L#S,4927_4806#4927_4944#4927_4893#4927_5010,LINESTRING(118.751063137 30.9463499120001;118.751074668 30.946813881;118.751094485 30.9477616390001;118.75110723 30.9483712570001;118.751117278 30.9493929590001;118.751121847 30.949857563;118.751053868 30.95051084;118.750860788 30.951414963),563.5751962502583
4944_4927,2,L#U#S#R,4927_4806#4927_4944#4927_4893#4927_5010,LINESTRING(118.754292166 30.952041588;118.753173238 30.9518438260001;118.75211119 30.9516561080001;118.752036955 30.951642986;118.751264889 30.9515065160001;118.750860788 30.951414963),335.2083684613009
4779_4929,4,U#R#S#L,4929_4779#4929_4891#4929_4947#4929_5056,LINESTRING(118.78561444 30.9449172930001;118.785691446 30.944922197;118.787098323 30.9449957530001;118.789062089 30.9450973720001;118.790439013 30.945152125;118.790869628 30.9451555530001;118.791949651 30.945076703;118.79252647 30.9449931;118.793466836 30.9448330810001;118.794349321 30.944609599;118.795822179 30.9442336230001;118.795996921 30.9442204210001;118.79614969 30.9442329070001;118.79624386 30.9442718660001;118.79638985 30.944349119;118.796614361 30.9446244920001;118.79704467 30.9452562970001;118.797480881 30.945813722;118.797829089 30.946211534;118.798221636 30.9466346620001;118.798695193 30.947083541;118.799044866 30.9474056560001;118.79966226 30.9479161950001;118.800228589 30.9483374480001;118.800805301 30.9487347200001;118.801406963 30.9491036590001;118.801887089 30.949385567;118.802778058 30.949828161;118.803404686 30.950099111;118.804086219 30.9503716070001;118.804593341 30.950539717),2109.8414836400057
4891_4929,0,L#U#R#S,4929_4779#4929_4891#4929_4947#4929_5056,LINESTRING(118.811194727 30.932896403;118.811153357 30.9329041400001;118.811109149 30.9330550720001;118.810823908 30.933927537;118.810348262 30.935418231;118.809921673 30.9367221370001;118.809450771 30.938172202;118.809082073 30.9393178240001;118.808705648 30.9404945700001;118.80831324 30.9417049420001;118.80790757 30.9429465150001;118.807553825 30.9440060320001;118.807260536 30.9448953030001;118.806881303 30.946072084;118.806723067 30.9464894430001;118.806335743 30.9472368730001;118.805718216 30.948402666;118.805518731 30.9487676950001;118.80500454 30.949755899;118.804707566 30.9503040330001;118.804593341 30.950539717),2061.6927756283953
4943_4930,0,U#R#L,4930_4943#4930_9167#4930_9168,LINESTRING(118.819970879 30.9487729300001;118.816386888 30.9479578580001;118.815339925 30.948091108;118.814502355 30.9485289290001;118.81408357 30.949119035;118.813669429 30.9503407180001),766.7259996538108
9167_4930,0,L#U#S,4930_4943#4930_9167#4930_9168,LINESTRING(118.835244703 30.9537905970001;118.834097728 30.9536005090001;118.830071706 30.952977617;118.828030696 30.952648627;118.825850976 30.9523036680001;118.821768793 30.9516335910001;118.818096683 30.95105305;118.813669429 30.9503407180001),2096.7566391091163
5012_4938,3,U#R#S,4938_5012#4938_4879#4938_4950,LINESTRING(118.738645548 30.954660059;118.738259572 30.951852221),313.4782610797865
4918_4942,2,U#L#R,4942_4918#4942_5026#4942_4852,LINESTRING(118.778870079 30.950416913;118.778870685 30.9504170000001;118.781720602 30.95081779;118.784837679 30.9512558480001),577.7593824373051
5026_4942,3,R#U#S,4942_4918#4942_5026#4942_4852,LINESTRING(118.783753919 30.9551998600001;118.783955303 30.95475466;118.78422336 30.9539421490001;118.784353765 30.9534937060001;118.784837679 30.9512558480001),450.2653208719355
4621_4943,6,U#L#S,4943_4621#4943_4930#4943_4986,LINESTRING(118.83669777 30.9361061490001;118.83570309 30.9367488930001;118.834286934 30.937670864;118.833097924 30.938458374;118.832001887 30.9391872960001;118.830547281 30.940128858;118.829440182 30.940860301;118.828907426 30.9412281100001;118.827965567 30.941916642;118.827583594 30.94220835;118.82711946 30.9425465510001;118.82622208 30.943246372;118.825183776 30.944105645;118.823918158 30.94524011;118.822660452 30.9463553640001;118.821465507 30.94742439;118.820458417 30.9483285200001;118.819970879 30.9487729300001),2132.697015056698
4835_4944,2,U#R#L#S,4944_4835#4944_4961#4944_4927#4944_5029,LINESTRING(118.755368381 30.94769187;118.75518217 30.949087445;118.755162487 30.949236322;118.755148589 30.949301539;118.75503853 30.949818011;118.754936804 30.95012208;118.75466263 30.9509415950001;118.754292166 30.952041588),494.5610325587744
4961_4944,2,L#U#S#R,4944_4835#4944_4961#4944_4927#4944_5029,LINESTRING(118.75800921 30.9524772400001;118.757501736 30.9524181900001;118.755658721 30.9522037190001;118.755528643 30.9521885790001;118.754292166 30.952041588),358.4397569468431
4929_4947,0,U#S#L,4947_4929#4947_4986#4947_8379,LINESTRING(118.804593341 30.950539717;118.807508614 30.9514710990001),297.0863911565654
4986_4947,3,S#U#R,4947_4929#4947_4986#4947_8379,LINESTRING(118.815666852 30.952585562;118.814935963 30.952504161;118.813511485 30.952276028;118.811920551 30.952028741;118.807508614 30.9514710990001),789.4090028565535
4907_4950,0,U#L#S,4950_4907#4950_4938#4950_5021,LINESTRING(118.745590468 30.950591549;118.744851304 30.952183963),190.15239458157728
4938_4950,0,R#U#L,4950_4907#4950_4938#4950_5021,LINESTRING(118.738259572 30.951852221;118.739224444 30.951865237;118.741130098 30.951928308;118.742617729 30.952024431;118.743256601 30.952065706;118.744851304 30.952183963),631.1324855442555
4973_4961,0,U#L#S#R,4961_4973#4961_4854#4961_4944#4961_5061,LINESTRING(118.763825315 30.9527857730001;118.76338516 30.952847895;118.761096411 30.952777241;118.759636093 30.952704926;118.759018242 30.952674325;118.758925301 30.9526714850001;118.758735285 30.952665677;118.75800921 30.9524772400001),559.8588754783273
5055_4972,3,U#R#S,4972_5055#4972_4895#4972_4899,LINESTRING(118.717041945 30.9573654800001;118.71696507 30.95630478;118.716953173 30.955448174;118.716969308 30.954746513;118.717100769 30.9541464390001;118.717210168 30.9537006100001;118.717363902 30.95324255),461.70551984763756
4904_4973,0,U#L#S,4973_4904#4973_4961#4973_9164,LINESTRING(118.763508959 30.9499929790001;118.763585301 30.9505080270001;118.763640221 30.951057129;118.763750667 30.952161356;118.763825315 30.9527857730001),311.1435764349221
4943_4986,5,U#R#L#S,4986_4943#4986_8375#4986_4947#4986_8371,LINESTRING(118.819970879 30.9487729300001;118.816653425 30.9517628770001;118.815666852 30.952585562),589.8350156891158
8375_4986,5,L#U#S#R,4986_4943#4986_8375#4986_4947#4986_8371,LINESTRING(118.82119972 30.9534514320001;118.819197643 30.9531310850001;118.815666852 30.952585562),537.3188655738555
4904_4991,0,U#S,4991_4904#4991_5005,LINESTRING(118.763508959 30.9499929790001;118.763770789 30.950353727;118.764335393 30.950850523;118.764336909 30.9508518580001;118.768135696 30.9533746180001),582.7236033179821
5005_4991,0,S#U,4991_4904#4991_5005,LINESTRING(118.772823689 30.9539194910001;118.769459644 30.953535312;118.768135696 30.9533746180001),451.997837567813
5017_5005,0,U#L#S#R,5005_5017#5005_4917#5005_4991#5005_9166,LINESTRING(118.778284321 30.954542981;118.773004198 30.953940103;118.772823689 30.9539194910001),526.3216607773336
4927_5010,0,U#L#S,5010_4927#5010_4907#5010_9163,LINESTRING(118.750860788 30.951414963;118.750600235 30.952273678;118.750430473 30.952675718;118.750371224 30.9528160360001;118.749903984 30.9534098710001;118.749776247 30.953572217;118.74926034 30.9540921060001;118.748829046 30.9545267240001),402.9372546737161
8352_5012,4,U#R#S#L,5012_8352#5012_9161#5012_4938#5012_5021,LINESTRING(118.739394924 30.9599127320001;118.738645548 30.954660059),586.742296284917
9161_5012,4,L#U#R#S,5012_8352#5012_9161#5012_4938#5012_5021,LINESTRING(118.732821048 30.95300501;118.733405426 30.9535192640001;118.73436197 30.95406654;118.735427968 30.954456771;118.736936546 30.954670923;118.738645548 30.954660059),609.55630818861
5026_5017,0,U#L#S,5017_5026#5017_4918#5017_5005,LINESTRING(118.783753919 30.9551998600001;118.783716232 30.9551917580001;118.783178293 30.9551030050001;118.779126647 30.9546393470001;118.778284321 30.954542981),527.763616605499
5045_5020,0,U#R#S,5020_5045#5020_8373#5020_8375,LINESTRING(118.834763177 30.955716658;118.829697962 30.9548318830001;118.826390308 30.954317997;118.824786205 30.954044792),971.1914146486629
8373_5020,0,L#U#R,5020_5045#5020_8373#5020_8375,LINESTRING(118.824402567 30.9568855270001;118.824566085 30.955848942;118.824786205 30.954044792),317.1084607660276
4950_5021,2,U#L#S#R,5021_4950#5021_5012#5021_5082#5021_9163,LINESTRING(118.744851304 30.952183963;118.744803931 30.95228602;118.744802197 30.952289819;118.74468066 30.9525583000001;118.744205205 30.953608466;118.743868171 30.95435288;118.743572755 30.955109684),346.68958662791346
